index,tweet,humor,prejudice_woman,prejudice_lgbtiq,prejudice_inmigrant_race,gordofobia,mean_prejudice
79350,"Que fantástico les enseñara a las mujeres a barrer, encerar, lavar, cocinar, trapear, todo gracias a su experiencia, buena profesión para ese cargo",1,1,0,0,0,3.6
79349,"¿Ya ha salido alguien a decir como las erupciones volcánicas afectan mas a las mujeres, porque tienen que barrer la ceniza luego o porque el calorcito de la lava no ayuda con la menopausia?",1,1,0,0,0,3.8
79347,"1 de cada 3 mujeres es maltratada 
2 de cada 3 hombres esta haciendo mal su trabajo. Jajajajaj",1,1,0,0,0,4.4
79339,- Mamá mamá en la escuela me dicen machista. - Quiénes hijo? - Esas perras que se piensan que por tener boca pueden hablar. HASHTAG  ,1,1,0,0,0,3.6
79332,"—Estas bien guapa
—“Seguro es le dices a todas”
—¡Pues claro estúpida, ninguna afloja si les digo feas.
—“Ay”",1,1,0,0,0,3.2
79329,Yo no sé esta manía de decir que los de VOX son machistas. VOX defiende que las mujeres tengan derecho a elegir qué tipo de fregona y detergente les gusta más.,1,1,0,0,0,3.6
79322,"Cual es la semejanza entre una almeja y una mujer, que cuando las calientas se abren.",1,1,0,0,0,3.6
79303,¿Qué hace una mujer afuera de la cocina? Turismo. HASHTAG   HASHTAG  ,1,1,0,0,0,3.6
79302,"Feminista: Pues una mujer fue la que invento el wifi.
Yo: Con razón se arregla a los golpes.

HASHTAG    Sarcasmo    Feminazis   HASHTAG  ",1,1,0,0,0,4.2
79301,"A callar mujer, vete a la cocina q hay platos para lavar 🤡🤡",1,1,0,0,0,3.8
79289,Qué tienen en común la ropa y las mujeres? Que las dos se utilizan,1,1,0,0,0,3.8
79276,"Comparte a la mamá fit de la suerte, para que esté 2022 tengas un cuerpazo y no andes de  Feminazi  .",1,1,0,0,0,3.2
79273,No insulteis a las BRUJAS...Ellas no eran feminazis,1,1,0,0,0,3.8
79259,Existen 3 posibilidades con respecto a la feminazi Natalia Valdebenito: 1. Es tontorrona de nacimiento. 2. El feminismo es una enfermedad mental. 3. Ambas opciones.,1,1,0,0,0,4.0
79253,Pues ya esta la barbie  Feminazi   no incluye martillo.,1,1,0,0,0,3.2
79248,"Mujer con pelo verde o morado de seguro tiene problemas psicológicos, se autodenominan  Femi Nazi  ",1,1,0,0,0,3.4
79224,Pov: Eres un recluso del campo de concentración dirigido por una feminazi. ¡rápido arregla tu cama antes de la inspección!,1,1,0,0,0,3.8
79213,Yo me he echado perfume de chica y ahora todo me molesta.,1,1,0,0,0,3.2
79211,"Las mujeres son como los autobuses:unas van, otras vienen ...de noche son menos, però mucho más rápidas.",1,1,0,0,0,3.8
79208,"Las tías os quejáis de la regla pero vosotras no pasáis por tratar de mantener un tupé parriba un día de lluvia, máquinas.",1,1,0,0,0,2.4
79202,"¿Por qué a las mujeres no les gusta manejar de noche?
¡Porque las escobas no tienen luces!",1,1,0,0,0,4.0
79200,En que se diferencia un globo y una mujer? En que el globo tiende a subir y la mujer sube a tender.,1,1,0,0,0,3.6
33427,"MENTION Hombre deja la puta ladilla, que los carajos estan hasta gorditos.",0,0,0,0,1,1.8
28845,Hoy he intentado combinar mi ropa pero no he podido porque necesita ponerme mis pantalones negros y ya no me entran por estar gordo obeso como un elefante gordo,0,0,0,0,1,3.4
37444,"MENTION Estaba pensando yo lo mismo, quien no ha tenido en su clase a una gorda como esta.",0,0,0,0,1,2.4
38253,"MENTION MENTION ¿Civismo ?

Esa gorda parásito lo único que hizo fue tildar de fascistas a los liberales durante una hora sin dar un sólo argumento.",0,0,0,0,1,3.0
31102,Dios mío que gorda con mi cena,0,0,0,0,1,2.6
40926,Está gorda inmunda..no puede llegar ahí...zurda asquerosa... URL,0,0,0,0,1,3.8
9451,Deberíamos hablar de la maldición de los probadores de Zara. Te hacen sentir y parecer gorda aunque peses 50/55 kilos.,0,0,0,0,1,1.2
39608,MENTION Pero es que la gorda hedionda hija de diez mil fulanas ya era Úrsula. URL,0,0,0,0,1,2.6
34837,acabo dver a una gorda rodar por las escaleras del metro k pringi,0,0,0,0,1,3.4
1509,MENTION Te hacen ruido la cabeza gorda admitilo. tu vida no es interesante nosotros la hacemos interesante seguí twitteando lonjitas 😎,0,0,0,0,1,2.4
27174,Cada día más ridículo este gordo delincuente. URL,0,0,0,0,1,2.6
15798,MENTION MENTION Impecable respuesta a la gorda kilombera resentida. La versión JXC de la araña de Tolosa.,0,0,0,0,1,3.0
3597,Lo de Cormillot es el pensamiento de mucha gente reventada. Aguante la gorda de la oficina.,0,0,0,0,1,2.2
34808,MENTION Ni que fuera 007 la gorda bailarina,0,0,0,0,1,2.8
13358,"Yo haciéndo galletas*

Cerebro: Deja el teléfonito guanaja, que se te queman
Nariz: Nah, todavía faltan
Ojos: Eso no es quemado, eso es un ligero tostado
Estómago: Dale prueba una (después de 10)
Cerebro: Para de comer gorda!!
Candela: ay me aburro, y si te las quemo...",0,0,0,0,1,3.0
22453,MENTION Pero vos sos cómplice de esto gordo hijo de puta URL,0,0,0,0,1,3.0
21829,MENTION Vente trioq gorda,0,0,0,0,1,2.6
8082,MENTION MENTION Yo igual pinché gorda,0,0,0,0,1,2.8
37271,MENTION Como que fea y gorda ?! Vamos borrando,0,0,0,0,1,2.0
19899,"MENTION Que no se te olvide incluir también el sobre con balas y la gorda incendiando sedes.
Lo de la Kirchner mejor ni lo menciones que ni a bufonada de segunda división llega.",0,0,0,0,1,2.2
17334,MENTION Futura chef gorda?,0,0,0,0,1,2.2
24462,"Joder, qué maravilla, cada cosa que sale es mejor que la anterior: primero editan la piel de naranja de la gorda de la derecha, ahora resulta que a la de la pierna prostética le ponen una real.

Campaña contra el body shaming y son ellos los que los editan. Y 84 mil euros. URL",0,0,0,0,1,2.0
7449,"MENTION A tomar por el culo la gorda,jajaja.",0,0,0,0,1,2.6
26047,MENTION MENTION Gordo re puto jajajaj,0,0,0,0,1,3.2
19602,"A punta de ceviche no se engorda, anoten esa. 🙋🏾‍♂️",0,0,0,0,1,1.8
29954," Tercera Guerra Mundial    Apruebo Crece  
 Boric En Picada   
Si se arma la tercera guerra mundial ya tenemos a la equivalente de Hitler en Chile, claro que más flaite y más gorda URL",0,0,0,0,1,3.2
90331,"traficovhsa_ TRANSPORTE: COMBI VERDE DE LAS ""MERCEDES""SEÑORITAS, JOVENCITAS Y SEÑORAS: Tengan cuidado con el CHOFER d la combi No. 03 d la RUTA: LAS MERCEDES-PARRILLA. El chofer (un gordo) es una persona MUY GROSERA, VULGAR Y LÉPERA y si le reclamán se comporta d forma VIOLENTA URL",0,0,0,0,1,2.0
20822,"MENTION MENTION MENTION MENTION MENTION El peso no es buena referencia, el músculo pesa más que la grasa, con lo que a estatura y envergadura similar, un gordibueno pesa menos que un cachitas. El índice más fiable son los agujeros del cinturón.",0,0,0,0,1,1.6
30759,"B28MonstruOSOGordo MENTION MENTION Ya lo hicieron papi...con Massita. 
El cerdo inútil no viste que ya no le dan agenda? Encima va y da asco en Bariloche. Debe estar pasado de alcohol y ansiolíticos el felpudo.",0,0,0,0,1,3.0
26329,MENTION Los vírgenes salen de sus cuevas es un invento maravilloso del patriarcado que pena que solo en el 95% de los casos atraiga gordas :b URL,0,0,0,0,1,3.0
997,"MENTION dejen a anya en paz culeros, putos gordos diabéticos",0,0,0,0,1,4.0
38976,Lo único que me gusta de haber engordao es que tengo tetas pero echo de menos estar delgadita :(,0,0,0,0,1,1.6
9864,"MENTION A ver, gorda, un perro no es un hijo, y ningun hombre decente se te acercaria, perdon por tanta sinceridad",0,0,0,0,1,3.2
14237,MENTION Esa gorda no entiende.,0,0,0,0,1,1.8
17040,Es más fácil tomar mates con Suárez que con el puto del gordo aviega,0,0,0,0,1,2.6
89791,MENTION Esta gorda viene con los cortes cuidados del gobierno demasiada grasa y poca carne,0,0,0,0,1,2.6
89533,MENTION MENTION Qué asco dejarte así de gorda,0,0,0,0,1,2.0
89304,MENTION MENTION Si dormida se te ve gorda.... cómo se verá parada?,0,0,0,0,1,1.4
86966,Viendo las fotos del añonuevo de 2017 a 2018 me doy cuenta de lo gorda que puedo llegar a estarVaya momento ese,0,0,0,0,1,1.6
86793,"Hace menos de una hora estaba re mal porque me dijeron que estoy re gorda y ahora estoy pensando en comer pizzas, esto soyyyy",0,0,0,0,1,2.0
86234,Mi madre me sirve el plato de comida mínimo soy obrera por eso es que ando de gorda jaja,0,0,0,0,1,2.4
86122,Cuando vuelva de las vacaciones me voy a volver a matar de hambre lpm no puedo aguantar ser tan gorda xq dios xq,0,0,0,0,1,2.6
85506,"MENTION MENTION MENTION y si, antes que una gorda con barbijo amarillo me quedo con una flaquita que baile al menos. vos te debes mover sólo para agarrar pan dulce",0,0,0,0,1,2.4
84938,Estoy q doy asco en gorda,0,0,0,0,1,2.8
79812,Te odiaría pero eres gorda. Así que la vida te odió primero.,0,0,0,0,1,4.2
79819,"La única ventaja de que un gordo y una gorda convivan, es que se van a poder bañar bien, o sea, juntos, uno al otro, porque sus manitas no llegan a todas las partes de sus propios cuerpos.",0,0,0,0,1,4.4
80018,Que paja cuando sabes que estás gordo pero te da más paja hacer dieta así que seguis igual de gordo,0,0,0,0,1,2.0
83845,"Claro que sentí envidia cuando lo ví delgado y yo estaba hecho una vaca; obvio que decirle ""gordito en pausa"" es una manifestación de envidia reprimida. ¿Por qué hice eso? Por mi incapacidad de asumir mi responsabilidad en todo esto, por creer que el éxito ajeno es el enemigo.",0,0,0,0,1,3.4
83590,que bronca me da cuando netflix te pregunta ayññ seguis ahi?? y si mogolico donde poronga me voy a ir me haces sentir una gorda de mierda que no se levanta del sillon para nada igual eso es lo que soy pero tampoco para que me lo recuerdes viste,0,0,0,0,1,3.2
8526,"MENTION MENTION Exactamente, no sabe ni que es un tanque australiano la gorda",0,0,0,0,1,3.0
36767,"MENTION MENTION Si a la gorda de Ranma, que pesa 150 kilos, de un derechazo lo mandé al hospital, no sé qué pasaría contigo y tus 60 años y 50 kilos, esgolodrobo.",0,0,0,0,1,2.0
41685,MENTION La concha de tu madre Almirón justo ahora te tienen que echar gordo hijo de re mil puta me arruinaste la noche,0,0,0,0,1,2.6
7405,URL gorda y fea y vieja...,0,0,0,0,1,3.0
33969,gorda celulitica es mi nuevo insulto favorito,0,0,0,0,1,4.0
13239,"MENTION Los dos sexos que le convenían al capitalismo? Creo que viene de antes, gorda horrenda.",0,0,0,0,1,3.0
21455,Que gorda que está Wanda.,0,0,0,0,1,2.0
6932,"""La gorda está triunfando mami""",0,0,0,0,1,1.4
11813,"MENTION MENTION No te preocupes no sos el único Copito de nieve pelotudito que camina sobre el Sol 🌞creyéndose especial.
hay mas tontas.. MENTION Esta gorda con su amiga  Latipade Verde   creyeron ser graciosas al decir que prefieren ""matar hombres para proteger ala mujer""grave error ❌👋😂 URL",0,1,0,0,1,1.7
15669,Entre una gorda y una tía fit eliges a la tía fit y entre una mansión y una chabola pues eliges la mansión. El que diga que no o es un hipócrita o un mentiroso. Habrá cosas que no cambien por mucho que la peña se empeñe. URL,0,1,0,0,1,3.6
83928,Y ponen lo que se les canta el orto* tantas palabras te ibas a comer gorda puta,0,1,0,0,1,3.0
7686,"Es curioso que la forma que tiene el feminismo de defender los derechos de las mujeres, sea poniendo en libertad a DEPREDADORES SEXUALES.",0,1,0,0,1,1.5
32725,"Petro contrató a Nerú con un favor doble:

Nerú hará que Petro deje de ser obeso.
Petro hará que Nerú vuelva a ser gay.

7 millones por bailar en la presidencia de la república.",0,0,1,0,1,1.1
85995,"Sería bueno que dejen de ser sexistas. No es justo que el programa sea conducido por un hombre feo y una mujer bella. Los reto a que el programa lo conduzca una mujer gorda, canosa, medio calva y con papada (tan sabia como Héctor), o bien un hombre joven y guapo.",0,1,0,0,1,3.2
28322,MENTION Chupala gordo puto,0,0,1,0,1,3.4
83689,Las arbitras tienen que ser una gordas culias feas para que las feministas se sientan representadas jajaj,0,1,0,0,1,2.7
2530,Ostia que el calvo gordo que iba mi gimnasio es concejal de vox y no me estraña porque iba únicamente a mirar culos y siempre iba de que lo sabía todo y era un cuñao,0,1,0,0,1,1.8
23626,MENTION MENTION Pero cuando te estan culiando no te quejas gorda trola,0,0,1,0,1,1.9
41866,MENTION ESA GORDA DE LA MENTION  NO ME CAE NADA BIEN :/ desde que dijo que el pibito que se suicido por ser escrachado era para levantar al feminismo y luego dice que es fan de la responsable de matar al niño por influir a pendejitas de 10 años a denunciar a pibes gays.,0,1,0,0,1,1.7999999999999998
39823,"MENTION MENTION Y ahora esta gorda y su bragueta no anda luego. Pero estos helicopteros en teoria si, osea estan mas baqueteados que tu vieja, pero no creo que Rafita haya comprado cosas que no funcionen",0,0,1,0,1,1.4
31842,MENTION pues tu gorda gay,0,0,1,0,1,2.0
22083,"MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION MENTION Y no es gorda, gorda es como me la pone 🤣",0,1,0,0,1,1.3
32770,Gordofobia: miedo a las gordas,0,1,0,0,1,2.2
18074,"Obvio que no hay feminismo, si ese movimiento solo lo bancan las ""gordes resentides"" o ""exgordes resentides"" a las que les encanta victimizarse para obtener privilegios que creen merecer solo por haber nacido. URL",0,1,0,0,1,2.6
12802,"- ¿Amor, estoy gorda?
+ No
- Dímelo al oído
+ No
- Ahora dímelo en el otro
+ Joder, me vas hacer dar toda la vuelta

HASHTAG   HASHTAG   HASHTAG  ",0,1,0,0,1,2.2
13829,"Las feministas defendían los cuerpos reales, supongo que ya estarán felices con semejante realismo.
¿Alguien sabe cuánto debo comer y descuidarme para llegar a tener un cuerpo realmente deforme? URL",0,1,0,0,1,2.0
21079,"Estoy en contra de que los Leggings sean elásticos, porque se lo puede poner desde una tía que tenga cuerpazos hasta una gorda mórbida",0,1,0,0,1,2.6
5319,"Si eres gorda, no fumes. Pareces una olla a presión.

HASHTAG   HASHTAG  ",0,1,0,0,1,2.6
21709,Soa Bachele...gorda corrupta y ladrona URL URL,0,1,0,0,1,1.9
15941,Pudrete gorda zurda  parlanchina URL,0,1,0,0,1,3.3
15281,"MENTION Si es lo comunmente llamado tetas de gorda , es un hecho que si adelgazas se van",0,1,0,0,1,1.7999999999999998
30630,"MENTION La gorda de la primera fila no es ""lady tocino""??",0,1,0,0,1,2.9
11026,"-Caalf ¿Te parece que estoy gorda?
-Son las 12 de la noche, dormite y dejate de buscar pelea...",0,1,0,0,1,1.4
413,MENTION MENTION Payaso vuélvete al circo con tu madre la gorda y tu padre el borracho,0,1,0,0,1,1.5
17349,"MENTION Tampoco a los hombres les gustan las gordas que no hacen ejercicio, se alimentan mal y no se peinan.",0,1,0,0,1,2.4
29649,Las gordas deformes tienen esperanza. URL,0,1,0,0,1,2.2
1175,"Las gordas deberían ponerse una playera que diga ""No estoy embarazada"", luego me da coraje que ando de pendejo cediéndoles el asiento en el camión.",0,1,0,0,1,2.2
6635,"Porque las gordas tienen que ser metiches, inoportunas, fastidiosas, impertinentes y desagradables??",0,1,0,0,1,3.5
10789,Pobre gorda corrupta llorona....te sacaremos .....Comunacha hdp URL,0,1,0,0,1,1.7000000000000002
2381,La gorda de apt prendió el aire pero dejo las ventanas abiertas para ventilar por el covid,0,1,0,0,1,0.6
78916,"Normas del fútbol en el colegio

-El gordo siempre se pone de portero

-La ley de la botella:el que la tira va a por ella

-Si el dueño del balón se va, se acabó el partido

-No hay fuera de banda

-Las mujeres no juegan al fútbol

-Jugar con balones Mikasa",0,1,0,0,1,3.0
78856,"Haz todo por ella; menos si es fea. Si es fea, no. (Gorda entra en esa clasificación)",0,1,0,0,1,2.7
79283,"¿Por qué algunas mujeres sois tan crueles y falsas diciendo a alguien con obesidad mórbida que es una preciosidad, que es perfecta y que vaya envidia de cuerpo pero luego no desearías a vuestras mejores amigas ni madre estar como ella? Os gusta quedar bien en público y YA ESTÁ.",0,1,0,0,1,2.6
79181,"Como una sinvergüenza, vaga, marrana y puerca que no sabe ni fregar portales puede llegar a ser alcaldesa, este es el nivel!!!!",0,1,0,0,1,2.1
79093,"Hoy vi a dos asquerosas lesbianas gordas besándose, que perro asco y todavía lo hacen en público donde hay niños, ya ni la chingan",0,0,1,0,1,2.7
79004,El árbitro es un mariconazo gordo.,0,0,1,0,1,2.3
78969,Mario puto resentido gordo de mierda hdp mal parido aburrido chupa pija maricon culo roto!!!,0,0,1,0,1,2.6
78936,Puta gorda asquerosa🤮,0,1,0,0,1,2.6
21902," STRP   HASHTAG   HASHTAG   HASHTAG   MENTION MENTION
Tener tetas porque estas gorda es como decir que yo la tengo grande porque ella tiene 5 años.",0,1,0,0,1,2.4
21972,"-Caalf ¿Este vestido me hace gorda?
-La verdad que si, pero no es culpa del vestido URL",0,1,0,0,1,1.8
90770,MENTION Ya salieron a cirticar tonta! Pero no lo ves porque eres una facha resentida con las mujeres de verdad y luchadoras. No com las de labios rojosss como tu. Tu pareces puta y bien fea y nadie te dice nada. Seguramente por la forma de tu cara eres gorda y nadie te dice nada. Respeta,0,1,0,0,1,2.7
6601,"Se viene una gorda con los de los tupés.
 Firstdates 3 F  ",0,1,0,0,1,1.1
5818,"Perdón por no ser una foca, amiga feminista 😔🙏🏻 URL",0,1,0,0,1,1.6
80052,"No mame usted no está gordita, esta bastante tripona y es un tanque de trigliceridos",0,1,0,0,1,2.4
80007,Todos conocemos a esas feministas cuerpo de orca que se sienten molestas por ver mujeres delgadas como modelo ideal. No son diferentes esas femis a los lujuriosos que sienten cositas en la cabeza nada más porque alguien publica su castidad en twitter.,0,1,0,0,1,1.9
79939,A mi me odian los gordos y losvnegros... Sabiendo que soy un amor con ellos. :(,0,0,0,1,1,2.2
39137,"-Mamá, ¿qué es el racismo?
+Algo que no debería de existir, hijo... como los negros. HASHTAG   HASHTAG   HASHTAG    Risas  ",0,0,0,1,0,4.4
79661,Todos los negros deberían ser esclavos O.O,0,0,0,1,0,4.6
79660,"Mi trabajo no puede quedar mal, pero dependo de un grupo de pedantes, ignorantes, irresponsables, malditos negros inmigrantes subhumanos con un agresivo retraso mental.",0,0,0,1,0,3.8
79659,"Yo creo que el hambre en el mundo se iría si muriesen todos los negros, absolutamente todos",0,0,0,1,0,4.4
79658,Deja de llorar negro de mierda,0,0,0,1,0,3.0
79656,"Laburando como hombre de piel oscura por 1,96 USDT la hora.",0,0,0,1,0,2.6
79653,maten a todos los negros son un asco!,0,0,0,1,0,4.0
79652,"Voy a Pasco y Salta y se llena de negros, todos unos negros de mierda, ojalá se extingan son una plaga, no puedo pasar por la calle sin miedo de que me robe un negro hijo de puta, ojalá mejore este país y los maten a todos los negros vagos.",0,0,0,1,0,4.6
79651,"Lo siento por la forma de decirlo pero, qué asco de moros. Ojalá todos echados a su país. Allí se ríen menos y tienen menos libertad. Los matan.",0,0,0,1,0,4.0
79650,"MENAS NO, GRACIAS",0,0,0,1,0,2.4
79648,Putos moros solo sirven para comer kebab y robar por las noches,0,0,0,1,0,4.2
79643,Veo a mucha gente que no sabe posicionarse en esta guerra y lo veo normal al no haber moros en ninguno de los bandos.,0,0,0,1,0,3.0
79642,Y salir de esta mierda de moros y demás escorias,0,0,0,1,0,3.2
79663,Unos NEGROS DE MIERDA es lo único que son.,0,0,0,1,0,3.2
79641,"Los moros de mierda si se muerden la lengua, se mueren y todo.",0,0,0,1,0,3.8
79638,estos neros apestoos y terroristas dben desapareser del planeta carajo toodods los muslmanes por que son terroristas y bagos y cochinos ca,0,0,0,1,0,4.6
79637,"hispanoarabe?? la primera vez que escucho eso, MOROS de mierda",0,0,0,1,0,3.4
79636,"Es que esos musulmanes son todos extremistas y terroristas, es humor y libre expresión"" Digan lo mismo sobre el niño sirio.",0,0,0,1,0,4.4
79635,Vuélvete a tu país pero no de vacaciones. No vuelvas moro de mierda.,0,0,0,1,0,3.8
79633,Eso en madrid no pasa y te digo por qué. Como vea a un moro de mierda intentando algo. Lo degollamos como un cordero. Esto no ha hecho más que empezar. Los cazadores ahora serán las presas. Porque los españoles nos cagamos en su raza. Desde ahora empieza la purga.,0,0,0,1,0,4.4
79631,España necesita menos moros y más ucranianos.,0,0,0,1,0,2.8
79628,Estoy hasta la polla de los putos peluqueros moros que hacen lo que les da la puta gana. Que me cortes bien el pelo puto retrasado,0,0,0,1,0,3.4
79626,El grupo de menas dándome ventaja después de que les diga que no tengo un triste cigarro,0,0,0,1,0,3.0
79625,Los Menas venían a apuñalar a nuestra gente o a pagar las pensiones?,0,0,0,1,0,3.4
79624,La MENTION y la MENTION se pueden ir a la misma Mierda con sus Inmigrantes,0,0,0,1,0,2.6
79623,"Ha nacido aquí y habla como si llevara 3 meses en España.
¿Qué tipo de integración es esa?",0,0,0,1,0,2.2
79622,mexicanos negros de mierda,0,0,0,1,0,3.2
79639,miercoles con m de moros de mierda,0,0,0,1,0,3.2
79666,me robaron el celular pero más caro les va a salir el arreglo de todas las ventanas a los negros hijos de puta,0,0,0,1,0,3.2
79670,"Por hijo de puta, negro de mierda",0,0,0,1,0,3.4
79672,"Putos negros guarros de mierda, pegaros patadas entre vosotros",0,0,0,1,0,3.4
79730,De verdad tenemos que aguantar a estos monos de mierda ? Putos moros.,0,0,0,1,0,3.2
79729,"Veis progres? Los ucranianos si son refugiados,los menas de Marruecos NO.
A ver si aprendéis a diferenciar.",0,0,0,1,0,3.4
79728,Podríamos mandar a Ucrania a luchar a todos los MENAS y okupas que nos sobran y así matábamos dos pájaros de un tiro.,0,0,0,1,0,3.2
79727,"He retuiteado varios tweets que hablan de un tal Morad, si os soy sincero no tengo ni pajolera idea de quién es el moro este de mierda.",0,0,0,1,0,3.2
79726,"La gente se piensa que tengo odio a los negros, eso es mentira, me encantan cómo limpian",0,0,0,1,0,4.0
79724,"No es por ser racista pero 
Los negros no deberían existir",0,0,0,1,0,5.0
79723,NEGRO MOGOLICO ESTUPIDO HIPPIE ROÑOSO AUTISTA DOWN LELO ESTUPIDO TARADO BOLUDO BOBO RETRASADO DISCAPACITADITO SUCIO MUGROSO INDUCHABLE INSERVIBLE INVIABLE IRRECUPERABLE PERRO MUERTO SIDOSO PAJERITO PELOTUDO OJALA QUE TE MATE UN POLICIA POR NEGRO,0,0,0,1,0,4.4
79720, negros   haciendo cosas de negros  la selva haven idoa nosotros  ,0,0,0,1,0,2.4
79716,"Mis hijas me han pedido que les pase la agenda España de VOX. También me dicen que la mayoría de sus amigos los van a votar .Hay mucha esperanza. Lo malo de todo esto es que su voto va a contar igual que ,el de los inmigrantes ilegales que nos está metiendo el psicópata",0,0,0,1,0,2.2
79710,"Como voy a ser racista, si trato a mis amigos negros como lo que son, esclavos",0,0,0,1,0,4.8
79702,Hola negros de mierda Hoy me levanté muy racista bola de negros Negros putos pendejos de mierda Váyanse a la verga negros Los amo uwu,0,0,0,1,0,3.6
79701,Te ojean losvnegros de mierda,0,0,0,1,0,3.4
79700,negros=delincuencia,0,0,0,1,0,4.2
79699,los negros son una pandemia,0,0,0,1,0,4.0
79694,Malditos putos negros de mierda,0,0,0,1,0,3.2
79693,Como siempre digo -1 Si no les gusta a los negratas que se regresen a África.,0,0,0,1,0,3.2
79692,"Putos negros los considero la raza inferior, ojala vuelvan los nazis",0,0,0,1,0,4.6
79689,A los negros/as que cruzan la calle con el semáforo en verde directamente hay que pisarlos,0,0,0,1,0,4.4
79688,malditos negros no saben hacer nada mejor que los maten !😡😡  sigan me    negros Fuera    apoyo Rasismo  ,0,0,0,1,0,5.0
79685,Trinidad y Tobago una isla de mierda de negros hijos de puta que un tsunami la debería desaparecer de la faz de la tierra.....,0,0,0,1,0,3.2
79684,"Me quisieron entrar a robar en el local donde laburo dos negros hijos de puta y me chupa un huevo que me traten de racista o lo que sea, pero la única forma de que se termine esto es matándolxs uno por uno, un tiro y al cajón, corta la bocha. HIJOS DE REMIL PUTAS",0,0,0,1,0,4.6
79681,"- No queremos policías negros, a donde iríamos a parar, ya nos basta con lo de las faltas de ortografía y la estatura.
- Soy el negro del Whatsaap.
- Admitido.",0,0,0,1,0,3.4
79680,Putos negros odio los negros. Su diseño ya demuestra maldad,0,0,0,1,0,4.0
79679,"Hoy un cliente me contó que unos negros de mierda le robaron en el nueva esperanza, y además lo cagaron a palos..le quebraron costillas, le hicieron mucho daño y ustedes todavía no se convencen de que hay que eliminar uno por uno a estos hdp?",0,0,0,1,0,4.4
79677,"Me cago en todo que me ha venido a la mente el olor del metro con un negro al lado en verano, tarde arruinada.",0,0,0,1,0,3.6
79674,Si no sos blanco deberias estar muerto. Viva hitler,0,0,0,1,0,5.0
79673,"tio me cago en los putos negros, ojala se istingan por cierto viva hitler, franco y 🇪🇸  por Un Mundo Blanco    Negros De Mierda   Negros Muertos  ",0,0,0,1,0,4.0
79620,Jaja todos a su país deportación masiva yaaa todos los de las bandas y menas implicados en delitos a su puta casa en patera,0,0,0,1,0,3.6
79619,"Se equivoca y mucho
Los menas deben volver TODOS. a su país y a sus padres el que los tenga
ESPAÑA no es guardería de delincuentes",0,0,0,1,0,3.8
79618,Vayánse a la mierda con la plandemia. Hasta los huevos de esta tomadura de pelo. Atiendan a los palmeros de una puta vez y frenen la llegada de Menas.,0,0,0,1,0,2.8
79617,"Acaba de decir el telediario, que en Canarias no caben más menas que los manden a otro sitio ,por ejemplo a la península. Una puta mierda . Os lo comes vosotros canarios asquerosos o aprender a votar hdlgp",0,0,0,1,0,3.4
79569,"A ver, yo prefiero que me robe Endesa a que me roben unos negros que huelen mal.",0,0,0,1,0,4.0
79568,Los negros huelen tan mal para que los ciegos también puedan sentir asco.,0,0,0,1,0,4.4
79567,"Racismo sería si se lo impidieran a una raza. Pero esto va de impedírselo a inmigrantes VIOLENTOS Y CRIMINALES. Eso no es RACISMO, es sentido común.
Solo queda VOX, señores.",0,0,0,1,0,2.8
79566,"No más inmigrantes ilegales! Son sicarios, ladrones, asesinos. Chávez les enseño a NO trabajar! Y ahora q no hay nada q saquear en Venezuela vienen por Chile! Q se vayan YA!expulsados de Chile ! Fuera",0,0,0,1,0,3.6
79565,La única forma que se larguen los inmigrantes asquerosos es no dando trabajo ni arriendo.,0,0,0,1,0,3.0
8819,"“De aquellos de quienes se dicen ser gallegos, catalanes, vascos, extremeños, castellanos, etc..antes que españoles, desconfiad siempre. Suelen ser españoles incompletos, insuficientes, de quienes nada grande puede esperarse”. 
MENTION MENTION això deia Antonio machado",0,0,0,1,0,2.8
79563,"Os voy a contar mi problema con un inmigrante... Paso delante de mí, se me quedó mirando, yo lo miré con mala cara y no pasó nada... Ya han llegado a Valladolid 🤣🤣🤣 Acompañadme para más historias de terror como esta 😭😭😭😂😂😂 Putos inmigrantes que miran con odio.",0,0,0,1,0,2.8
79562,Estamos viviendo una invasión inmigratoria y hay que decirlo todos los días.,0,0,0,1,0,2.6
79560,"MENTION dale quedamos asi negra sucia, bostera tenes que ser  inmigrante de mierda  ",0,0,0,1,0,3.4
79559,Fui a los chinos a comprar durazno para hacerme un licuado y el que me atendio ni me saludo ni me dijo chau.  Inmigrante De Mierda   oh,0,0,0,1,0,2.6
79558,Acabo de tirar a un inmigrante a las vías del tren,0,0,0,1,0,4.6
79556,"Menas y bandas latinas de mierda, todas fuera de España. Son un puto cáncer a extirpar y a los que los protegeis deberían tiraros al océano",0,0,0,1,0,4.4
79555,"Que bloqueen todo y fuera a todos los extranjeros, ya se escapó de las manos y si no hacen algo será peor porque la gente lo hará",0,0,0,1,0,2.6
79553,"Imaginad 100 habitantes, 90 azules, y 10 verdes. De los cuales, 7 verdes son delincuentes, y 10 azules, son delincuentes. Entre azules y verdes, ¿quiénes tienden a delinquir más? Efectivamente, los verdes. Eso mismo pasa con los inmigrantes. Esto es estadística, no racismo.",0,0,0,1,0,2.6
79551,"Chavales a entrenar, que no solo hay que expulsar a los morenitos también en un futuro nos enfrentaremos a zombies rusos",0,0,0,1,0,3.6
